Site,Date,Depth(cm),Sample#,H2O_by_wet(%),H2O_by_dry(%)
LUTZ *,3/26/1993,0-10,7,34.6,53
LUTZ *,3/26/1993,0-10,8,42.1,72.6
LUTZ *,3/26/1993,0-10,9,30.1,43
LUTZ *,3/26/1993,0-10,10,29.5,41.9
LUTZ *,3/26/1993,30-40,1,33.6,50.5
LUTZ *,3/26/1993,30-40,2,33.8,51.1
LUTZ *,3/26/1993,30-40,3,32.6,48.3
LUTZ *,3/26/1993,30-40,4,34.3,52.2
LUTZ *,3/26/1993,30-40,5,32.7,48.5
LUTZ *,3/26/1993,30-40,6,31.4,45.8
LUTZ *,3/26/1993,30-40,7,34.9,53.6
LUTZ *,3/26/1993,30-40,8,22.6,29.3
LUTZ *,3/26/1993,30-40,9,28.9,40.7
LUTZ *,3/26/1993,30-40,10,30.7,44.3
LUTZ *,3/30/1993,0-10,1,26,35.1
LUTZ *,3/30/1993,0-10,2,31.7,46.4
LUTZ *,3/30/1993,0-10,3,28.4,39.6
LUTZ *,3/30/1993,0-10,4,28.6,40
LUTZ *,3/30/1993,0-10,5,33.1,49.5
LUTZ *,3/30/1993,0-10,6,32.1,47.4
LUTZ *,3/30/1993,0-10,7,29.6,42.1
LUTZ *,3/30/1993,0-10,8,34.7,53.1
LUTZ *,3/30/1993,0-10,9,26.8,36.7
LUTZ *,3/30/1993,0-10,10,26.6,36.3
LUTZ *,3/30/1993,30-40,1,26.7,36.4
LUTZ *,3/30/1993,30-40,2,35.4,54.8
LUTZ *,3/30/1993,30-40,3,24.6,32.7
LUTZ *,3/30/1993,30-40,4,30.8,44.5
LUTZ *,3/30/1993,30-40,5,32.2,47.4
LUTZ *,3/30/1993,30-40,6,29.9,42.6
LUTZ *,3/30/1993,30-40,7,30.7,44.2
LUTZ *,3/30/1993,30-40,8,18.4,22.5
LUTZ *,3/30/1993,30-40,9,28.2,39.2
LUTZ *,3/30/1993,30-40,10,26.6,36.3
LUTZ *,4/2/1993,0-10,1,31.3,45.6
LUTZ *,4/2/1993,0-10,2,38.1,61.5
LUTZ *,4/2/1993,0-10,3,29.7,42.2
LUTZ *,4/2/1993,0-10,4,33,49.3
LUTZ *,4/2/1993,0-10,5,35.8,55.8
LUTZ *,4/2/1993,0-10,6,28.1,39.1
LUTZ *,4/2/1993,0-10,7,32.8,48.8
LUTZ *,4/2/1993,0-10,8,34.2,52
LUTZ *,4/2/1993,0-10,9,27.7,38.2
LUTZ *,4/2/1993,0-10,10,27.6,38.2
LUTZ *,4/2/1993,30-40,1,32.1,47.2
LUTZ *,4/2/1993,30-40,2,37.4,59.8
LUTZ *,4/2/1993,30-40,3,32.8,48.7
LUTZ *,4/2/1993,30-40,4,33,49.2
LUTZ *,4/2/1993,30-40,5,35,53.8
LUTZ *,4/2/1993,30-40,6,33.8,51
LUTZ *,4/2/1993,30-40,7,31,45
LUTZ *,4/2/1993,30-40,8,19.9,24.9
LUTZ *,4/2/1993,30-40,9,28.9,40.7
LUTZ *,4/2/1993,30-40,10,27.6,38.1
LUTZ *,4/30/1993,0-10,1,35.7,55.6
LUTZ *,4/30/1993,0-10,2,38.2,61.9
LUTZ *,4/30/1993,0-10,3,38.2,61.8
LUTZ *,4/30/1993,0-10,4,37,58.7
LUTZ *,4/30/1993,0-10,5,41.7,71.4
LUTZ *,4/30/1993,0-10,6,34.7,53.2
LUTZ *,4/30/1993,0-10,7,30.9,44.8
LUTZ *,4/30/1993,0-10,8,44.1,78.8
LUTZ *,4/30/1993,0-10,9,32.7,48.7
LUTZ *,4/30/1993,0-10,10,30.1,43.2
LUTZ *,4/30/1993,30-40,1,35.9,55.9
LUTZ *,4/30/1993,30-40,2,37.8,60.8
LUTZ *,4/30/1993,30-40,3,35.2,54.2
LUTZ *,4/30/1993,30-40,4,33.3,50
LUTZ *,4/30/1993,30-40,5,38,61.4
LUTZ *,4/30/1993,30-40,6,40,66.7
LUTZ *,4/30/1993,30-40,7,32.2,47.6
LUTZ *,4/30/1993,30-40,8,25.1,33.5
LUTZ *,4/30/1993,30-40,9,31.5,46
LUTZ *,4/30/1993,30-40,10,33.1,49.6
LUTZ *,5/7/1993,0-10,1,38.1,61.5
LUTZ *,5/7/1993,0-10,2,38.9,63.8
LUTZ *,5/7/1993,0-10,3,42.2,73
LUTZ *,5/7/1993,0-10,4,40,66.6
LUTZ *,5/7/1993,0-10,5,44.5,80.1
LUTZ *,5/7/1993,0-10,6,41.7,71.6
LUTZ *,5/7/1993,0-10,7,38.6,62.8
LUTZ *,5/7/1993,0-10,8,50.9,103.7
LUTZ *,5/7/1993,0-10,9,34.6,53
LUTZ *,5/7/1993,0-10,10,34.3,52.2
LUTZ *,5/7/1993,30-40,1,36.4,57.3
LUTZ *,5/7/1993,30-40,2,39,63.9
LUTZ *,5/7/1993,30-40,3,32.9,49
LUTZ *,5/7/1993,30-40,4,41.5,71.1
LUTZ *,5/7/1993,30-40,5,38.8,63.4
LUTZ *,5/7/1993,30-40,6,42.1,72.7
LUTZ *,5/7/1993,30-40,7,34.7,53.1
LUTZ *,5/7/1993,30-40,8,31,44.9
LUTZ *,5/7/1993,30-40,9,31,45
LUTZ *,5/7/1993,30-40,10,31.6,46.1
LUTZ *,5/14/1993,0-10,1,38.5,62.7
LUTZ *,5/14/1993,0-10,2,39.1,64.1
LUTZ *,5/14/1993,0-10,3,36,56.3
LUTZ *,5/14/1993,0-10,4,37.7,60.6
LUTZ *,5/14/1993,0-10,5,42.4,73.5
LUTZ *,5/14/1993,0-10,6,42.2,73
LUTZ *,5/14/1993,0-10,7,39.4,65.1
LUTZ *,5/14/1993,0-10,8,38.7,63.2
LUTZ *,5/14/1993,0-10,9,36.9,58.5
LUTZ *,5/14/1993,0-10,10,32.2,47.6
LUTZ *,5/14/1993,30-40,1,36.4,57.3
LUTZ *,5/14/1993,30-40,2,35.7,55.5
LUTZ *,5/14/1993,30-40,3,34.8,53.3
LUTZ *,5/14/1993,30-40,4,35,53.8
LUTZ *,5/14/1993,30-40,5,37.3,59.6
LUTZ *,5/14/1993,30-40,6,42.4,73.5
LUTZ *,5/14/1993,30-40,7,35.7,55.5
LUTZ *,5/14/1993,30-40,8,28,38.8
LUTZ *,5/14/1993,30-40,9,31.6,46.3
LUTZ *,5/20/1993,0-10,1,36.2,56.7
LUTZ *,5/20/1993,0-10,2,40.7,68.5
LUTZ *,5/20/1993,0-10,3,36.4,57.2
LUTZ *,5/20/1993,0-10,4,38.7,63.2
LUTZ *,5/20/1993,0-10,5,42.7,74.7
LUTZ *,5/20/1993,0-10,6,36.5,57.4
LUTZ *,5/20/1993,0-10,7,33.7,50.7
LUTZ *,5/20/1993,0-10,8,45.8,84.4
LUTZ *,5/20/1993,0-10,9,35,53.8
LUTZ *,5/20/1993,0-10,10,34.2,51.9
LUTZ *,5/20/1993,30-40,1,38.6,62.8
LUTZ *,5/20/1993,30-40,2,37.6,60.2
LUTZ *,5/20/1993,30-40,3,34.9,53.7
LUTZ *,5/20/1993,30-40,4,35.1,54.1
LUTZ *,5/20/1993,30-40,5,36.4,57.3
LUTZ *,5/20/1993,30-40,6,40.8,68.8
LUTZ *,5/20/1993,30-40,7,33.9,51.2
LUTZ *,5/20/1993,30-40,8,32.1,47.3
LUTZ *,5/20/1993,30-40,9,31.8,46.7
LUTZ *,5/20/1993,30-40,10,32.3,47.8
LUTZ *,6/3/1993,0-10,1,33.4,50.1
LUTZ *,6/3/1993,0-10,2,38.8,63.5
LUTZ *,6/3/1993,0-10,3,37.2,59.2
LUTZ *,6/3/1993,0-10,4,35.8,55.8
LUTZ *,6/3/1993,0-10,5,44.1,78.8
LUTZ *,6/3/1993,0-10,6,34.5,52.8
LUTZ *,6/3/1993,0-10,7,35.4,54.7
LUTZ *,6/3/1993,0-10,8,43.9,78.3
LUTZ *,6/3/1993,0-10,9,31.8,46.7
LUTZ *,6/3/1993,0-10,10,30.2,43.2
LUTZ *,6/3/1993,30-40,1,34.2,52
LUTZ *,6/3/1993,30-40,2,37.1,58.9
LUTZ *,6/3/1993,30-40,3,28.2,39.4
LUTZ *,6/3/1993,30-40,4,34,51.5
LUTZ *,6/3/1993,30-40,5,38.2,61.9
LUTZ *,6/3/1993,30-40,6,37.4,59.6
LUTZ *,6/3/1993,30-40,7,37.1,59.1
LUTZ *,6/3/1993,30-40,8,25.2,33.7
LUTZ *,6/3/1993,30-40,9,30.9,44.7
LUTZ *,6/3/1993,30-40,10,27.6,38.1
LUTZ *,6/17/1993,0-10,1,36,56.2
LUTZ *,6/17/1993,0-10,2,40.2,67.2
LUTZ *,6/17/1993,0-10,3,40.4,67.8
LUTZ *,6/17/1993,0-10,4,35.5,55.1
LUTZ *,6/17/1993,0-10,5,41.5,71
LUTZ *,6/17/1993,0-10,6,38.7,63.1
LUTZ *,6/17/1993,0-10,7,40.7,68.6
LUTZ *,6/17/1993,0-10,8,47.9,92
LUTZ *,6/17/1993,0-10,9,30.9,44.7
LUTZ *,6/17/1993,0-10,10,32,47
LUTZ *,6/17/1993,30-40,1,35.4,54.7
LUTZ *,6/17/1993,30-40,2,38.1,61.5
LUTZ *,6/17/1993,30-40,3,36.3,57
LUTZ *,6/17/1993,30-40,4,36.3,57.1
LUTZ *,6/17/1993,30-40,5,38.4,62.3
LUTZ *,6/17/1993,30-40,6,40.2,67.2
LUTZ *,6/17/1993,30-40,7,37.3,59.5
LUTZ *,6/17/1993,30-40,8,21.8,27.9
LUTZ *,6/17/1993,30-40,9,31.4,45.9
LUTZ *,6/17/1993,30-40,10,28.9,40.6
LUTZ *,7/1/1993,0-10,1,38.2,61.9
LUTZ *,7/1/1993,0-10,2,39.2,64.4
LUTZ *,7/1/1993,0-10,3,38.8,63.5
LUTZ *,7/1/1993,0-10,4,41.1,69.8
LUTZ *,7/1/1993,0-10,5,44.5,80.2
LUTZ *,7/1/1993,0-10,6,43,75.6
LUTZ *,7/1/1993,0-10,7,41.2,70
LUTZ *,7/1/1993,0-10,8,50.5,102.1
LUTZ *,7/1/1993,0-10,9,36.6,57.7
LUTZ *,7/1/1993,0-10,10,35.1,54.2
LUTZ *,7/1/1993,30-40,1,37.4,59.9
LUTZ *,7/1/1993,30-40,2,39,64
LUTZ *,7/1/1993,30-40,3,34.3,52.2
LUTZ *,7/1/1993,30-40,4,33.5,50.3
LUTZ *,7/1/1993,30-40,5,40,66.8
LUTZ *,7/1/1993,30-40,6,42.8,74.9
LUTZ *,7/1/1993,30-40,7,35.3,54.5
LUTZ *,7/1/1993,30-40,8,28.7,40.2
LUTZ *,7/1/1993,30-40,9,32.5,48.1
LUTZ *,7/1/1993,30-40,10,32,47
LUTZ *,7/15/1993,0-10,1,39,64
LUTZ *,7/15/1993,0-10,2,45.9,84.9
LUTZ *,7/15/1993,0-10,3,37.3,59.6
LUTZ *,7/15/1993,0-10,4,36.8,58.2
LUTZ *,7/15/1993,0-10,5,44.1,78.9
LUTZ *,7/15/1993,0-10,6,41.9,72.2
LUTZ *,7/15/1993,0-10,7,47.4,89.9
LUTZ *,7/15/1993,0-10,8,49.7,98.7
LUTZ *,7/15/1993,0-10,9,34.5,52.8
LUTZ *,7/15/1993,0-10,10,35.5,55
LUTZ *,7/15/1993,30-40,1,37.5,60
LUTZ *,7/15/1993,30-40,2,39.9,66.4
LUTZ *,7/15/1993,30-40,3,32.9,48.9
LUTZ *,7/15/1993,30-40,4,35.4,54.8
LUTZ *,7/15/1993,30-40,5,38.7,63.2
LUTZ *,7/15/1993,30-40,6,32,47.1
LUTZ *,7/15/1993,30-40,7,38.9,63.6
LUTZ *,7/15/1993,30-40,8,28.4,39.7
LUTZ *,7/15/1993,30-40,9,32.1,47.2
LUTZ *,7/15/1993,30-40,10,31.3,45.5
LUTZ *,7/30/1993,0-10,1,40.7,68.7
LUTZ *,7/30/1993,0-10,2,42.7,74.5
LUTZ *,7/30/1993,0-10,3,35.9,56
LUTZ *,7/30/1993,0-10,4,39.3,64.8
LUTZ *,7/30/1993,0-10,5,47.8,91.5
LUTZ *,7/30/1993,0-10,6,42.5,74
LUTZ *,7/30/1993,0-10,7,37.7,60.5
LUTZ *,7/30/1993,0-10,8,49.4,97.5
LUTZ *,7/30/1993,0-10,9,37.6,60.1
LUTZ *,7/30/1993,0-10,10,34.8,53.4
LUTZ *,7/30/1993,30-40,1,36.9,58.4
LUTZ *,7/30/1993,30-40,2,38.9,63.6
LUTZ *,7/30/1993,30-40,3,32.2,47.5
LUTZ *,7/30/1993,30-40,4,30,42.9
LUTZ *,7/30/1993,30-40,5,39.2,64.5
LUTZ *,7/30/1993,30-40,6,40,66.7
LUTZ *,7/30/1993,30-40,7,36.2,56.8
LUTZ *,7/30/1993,30-40,8,41,69.6
LUTZ *,7/30/1993,30-40,9,31.1,45.1
LUTZ *,7/30/1993,30-40,10,30.2,43.3
LUTZ *,8/12/1993,0-10,1,39.3,64.8
LUTZ *,8/12/1993,0-10,2,39.3,64.8
LUTZ *,8/12/1993,0-10,3,39.5,65.4
LUTZ *,8/12/1993,0-10,4,37.4,59.7
LUTZ *,8/12/1993,0-10,5,43.1,75.7
LUTZ *,8/12/1993,0-10,6,40.5,68
LUTZ *,8/12/1993,0-10,7,43.6,77.2
LUTZ *,8/12/1993,0-10,8,48,92.5
LUTZ *,8/12/1993,0-10,9,37.5,59.9
LUTZ *,8/12/1993,0-10,10,35.9,56.1
LUTZ *,8/12/1993,30-40,1,37.9,61
LUTZ *,8/12/1993,30-40,2,38.3,61.9
LUTZ *,8/12/1993,30-40,3,38.7,63.1
LUTZ *,8/12/1993,30-40,4,32.8,48.7
LUTZ *,8/12/1993,30-40,5,38.6,62.8
LUTZ *,8/12/1993,30-40,6,31.5,46
LUTZ *,8/12/1993,30-40,7,36.7,58.1
LUTZ *,8/12/1993,30-40,8,26.7,36.5
LUTZ *,8/12/1993,30-40,9,31.5,46.1
LUTZ *,8/12/1993,30-40,10,31.1,45.2
LUTZ *,8/26/1993,0-10,1,38.3,62.2
LUTZ *,8/26/1993,0-10,2,40.2,67.2
LUTZ *,8/26/1993,0-10,3,38.9,63.8
LUTZ *,8/26/1993,0-10,4,35.5,55.1
LUTZ *,8/26/1993,0-10,5,43.8,78
LUTZ *,8/26/1993,0-10,6,36.3,56.9
LUTZ *,8/26/1993,0-10,7,45.5,83.6
LUTZ *,8/26/1993,0-10,8,48.1,92.5
LUTZ *,8/26/1993,0-10,9,35.4,54.9
LUTZ *,8/26/1993,0-10,10,36.1,56.4
LUTZ *,8/26/1993,30-40,1,39.1,64.3
LUTZ *,8/26/1993,30-40,2,34.6,52.9
LUTZ *,8/26/1993,30-40,3,34.7,53.2
LUTZ *,8/26/1993,30-40,4,38.7,63.3
LUTZ *,8/26/1993,30-40,5,37.2,59.2
LUTZ *,8/26/1993,30-40,6,40.1,66.9
LUTZ *,8/26/1993,30-40,7,37.3,59.5
LUTZ *,8/26/1993,30-40,8,29.1,41.1
LUTZ *,8/26/1993,30-40,9,32,47.1
LUTZ *,8/26/1993,30-40,10,31.9,46.7
LUTZ *,9/9/1993,0-10,1,40.8,68.9
LUTZ *,9/9/1993,0-10,2,40.9,69.2
LUTZ *,9/9/1993,0-10,3,40.1,66.9
LUTZ *,9/9/1993,0-10,4,40.9,69.3
LUTZ *,9/9/1993,0-10,5,46.6,87.3
LUTZ *,9/9/1993,0-10,6,46.6,87.2
LUTZ *,9/9/1993,0-10,7,45.3,82.9
LUTZ *,9/9/1993,0-10,8,47.2,89.5
LUTZ *,9/9/1993,0-10,9,38.7,63
LUTZ *,9/9/1993,0-10,10,36.9,58.6
LUTZ *,9/9/1993,30-40,1,38.6,62.8
LUTZ *,9/9/1993,30-40,2,35.6,55.4
LUTZ *,9/9/1993,30-40,3,25.9,35
LUTZ *,9/9/1993,30-40,4,35.6,55.3
LUTZ *,9/9/1993,30-40,5,39.9,66.3
LUTZ *,9/9/1993,30-40,6,41.1,69.7
LUTZ *,9/9/1993,30-40,7,37.4,59.7
LUTZ *,9/9/1993,30-40,8,25.2,33.8
LUTZ *,9/9/1993,30-40,9,33.1,49.5
LUTZ *,9/9/1993,30-40,10,31.5,46
LUTZ *,9/23/1993,0-10,1,40.1,66.9
LUTZ *,9/23/1993,0-10,2,46.7,87.8
LUTZ *,9/23/1993,0-10,3,36.5,57.6
LUTZ *,9/23/1993,0-10,4,43.6,77.2
LUTZ *,9/23/1993,0-10,5,45.5,83.4
LUTZ *,9/23/1993,0-10,6,46.6,87.2
LUTZ *,9/23/1993,0-10,7,47.2,89.4
LUTZ *,9/23/1993,0-10,8,38.3,62.1
LUTZ *,9/23/1993,0-10,9,34.5,52.7
LUTZ *,9/23/1993,0-10,10,35,53.7
LUTZ *,9/23/1993,30-40,1,36.8,58.2
LUTZ *,9/23/1993,30-40,2,38.6,62.8
LUTZ *,9/23/1993,30-40,3,35,53.8
LUTZ *,9/23/1993,30-40,4,36.1,56.4
LUTZ *,9/23/1993,30-40,5,39.5,65.3
LUTZ *,9/23/1993,30-40,6,43.2,76.1
LUTZ *,9/23/1993,30-40,7,35.1,54.1
LUTZ *,9/23/1993,30-40,8,25.6,34.4
LUTZ *,9/23/1993,30-40,9,32.3,47.8
LUTZ *,9/23/1993,30-40,10,31.1,45.2
LUTZ *,10/7/1993,0-10,1,42,72.5
LUTZ *,10/7/1993,0-10,2,50.4,101.4
LUTZ *,10/7/1993,0-10,3,38.3,62
LUTZ *,10/7/1993,0-10,4,41.2,70.1
LUTZ *,10/7/1993,0-10,5,50.8,103.3
LUTZ *,10/7/1993,0-10,6,42.1,72.8
LUTZ *,10/7/1993,0-10,7,47.2,89.5
LUTZ *,10/7/1993,0-10,8,53.2,113.9
LUTZ *,10/7/1993,0-10,9,39.4,65
LUTZ *,10/7/1993,0-10,10,40.9,69.3
LUTZ *,10/7/1993,30-40,1,37.5,60
LUTZ *,10/7/1993,30-40,2,37.2,59.1
LUTZ *,10/7/1993,30-40,3,33.8,51
LUTZ *,10/7/1993,30-40,4,37.6,60.3
LUTZ *,10/7/1993,30-40,5,41.4,70.5
LUTZ *,10/7/1993,30-40,6,41.1,69.8
LUTZ *,10/7/1993,30-40,7,35.8,55.8
LUTZ *,10/7/1993,30-40,8,29.1,41
LUTZ *,10/7/1993,30-40,9,33.2,49.7
LUTZ *,10/7/1993,30-40,10,30.6,44
LUTZ *,10/21/1993,0-10,1,41.5,71.1
LUTZ *,10/21/1993,0-10,2,45,81.7
LUTZ *,10/21/1993,0-10,3,43.6,77.4
LUTZ *,10/21/1993,0-10,4,39.7,65.9
LUTZ *,10/21/1993,0-10,5,52.1,108.8
LUTZ *,10/21/1993,0-10,6,44,78.4
LUTZ *,10/21/1993,0-10,7,48.5,94.2
LUTZ *,10/21/1993,0-10,8,46.4,86.5
LUTZ *,10/21/1993,0-10,9,39.2,64.4
LUTZ *,10/21/1993,0-10,10,39.4,65.1
LUTZ *,10/21/1993,30-40,1,38.5,62.5
LUTZ *,10/21/1993,30-40,2,39,64
LUTZ *,10/21/1993,30-40,3,36.3,56.9
LUTZ *,10/21/1993,30-40,4,41.1,69.7
LUTZ *,10/21/1993,30-40,5,39.9,66.4
LUTZ *,10/21/1993,30-40,6,36.9,58.6
LUTZ *,10/21/1993,30-40,7,38.2,61.8
LUTZ *,10/21/1993,30-40,8,25.9,34.9
LUTZ *,10/21/1993,30-40,9,34.5,52.6
LUTZ *,10/21/1993,30-40,10,31.6,46.2
LUTZ *,11/4/1993,0-10,1,40.5,68
LUTZ *,11/4/1993,0-10,2,45.8,84.4
LUTZ *,11/4/1993,0-10,3,40.9,69.3
LUTZ *,11/4/1993,0-10,4,45.1,82
LUTZ *,11/4/1993,0-10,5,47.3,89.7
LUTZ *,11/4/1993,0-10,6,51.8,107.4
LUTZ *,11/4/1993,0-10,7,47.8,91.5
LUTZ *,11/4/1993,0-10,8,30.6,44.1
LUTZ *,11/4/1993,0-10,9,41.4,70.8
LUTZ *,11/4/1993,0-10,10,42,72.5
LUTZ *,11/4/1993,30-40,1,37.6,60.2
LUTZ *,11/4/1993,30-40,2,42.1,72.8
LUTZ *,11/4/1993,30-40,3,35.7,55.6
LUTZ *,11/4/1993,30-40,4,29.4,41.5
LUTZ *,11/4/1993,30-40,5,39.4,65.1
LUTZ *,11/4/1993,30-40,6,45.4,83.2
LUTZ *,11/4/1993,30-40,7,35.6,55.4
LUTZ *,11/4/1993,30-40,8,25.2,33.7
LUTZ *,11/4/1993,30-40,9,33.6,50.6
LUTZ *,11/4/1993,30-40,10,30.6,44.2
LUTZ *,11/18/1993,0-10,1,37.4,59.7
LUTZ *,11/18/1993,0-10,2,39.3,64.8
LUTZ *,11/18/1993,0-10,3,42.2,72.9
LUTZ *,11/18/1993,0-10,4,37.9,61.1
LUTZ *,11/18/1993,0-10,5,46.2,85.8
LUTZ *,11/18/1993,0-10,6,43.7,77.8
LUTZ *,11/18/1993,0-10,7,46.7,87.7
LUTZ *,11/18/1993,0-10,8,59,144
LUTZ *,11/18/1993,0-10,9,43.4,76.8
LUTZ *,11/18/1993,0-10,10,40.2,67.3
LUTZ *,11/18/1993,30-40,1,37.7,60.4
LUTZ *,11/18/1993,30-40,2,37.3,59.6
LUTZ *,11/18/1993,30-40,3,36.9,58.5
LUTZ *,11/18/1993,30-40,4,31.4,45.9
LUTZ *,11/18/1993,30-40,5,41.8,71.9
LUTZ *,11/18/1993,30-40,6,33.4,50.1
LUTZ *,11/18/1993,30-40,7,37.1,59
LUTZ *,11/18/1993,30-40,8,32,47.1
LUTZ *,11/18/1993,30-40,9,33.6,50.6
LUTZ *,11/18/1993,30-40,10,34.4,52.4
LUTZ *,12/2/1993,0-10,1,36.6,57.6
LUTZ *,12/2/1993,0-10,2,39.9,66.4
LUTZ *,12/2/1993,0-10,3,40.2,67.2
LUTZ *,12/2/1993,0-10,4,42.6,74.3
LUTZ *,12/2/1993,0-10,5,48.8,95.1
LUTZ *,12/2/1993,0-10,6,42.5,74
LUTZ *,12/2/1993,0-10,7,49.8,99
LUTZ *,12/2/1993,0-10,8,51.9,107.8
LUTZ *,12/2/1993,0-10,9,37.2,59.2
LUTZ *,12/2/1993,0-10,10,43.1,75.7
LUTZ *,12/2/1993,30-40,1,37.4,59.7
LUTZ *,12/2/1993,30-40,2,37.1,59
LUTZ *,12/2/1993,30-40,3,36.3,57
LUTZ *,12/2/1993,30-40,4,34.5,52.6
LUTZ *,12/2/1993,30-40,5,42.2,73
LUTZ *,12/2/1993,30-40,6,31.7,46.5
LUTZ *,12/2/1993,30-40,7,36.7,57.9
LUTZ *,12/2/1993,30-40,8,33.9,51.2
LUTZ *,12/2/1993,30-40,9,31.1,45.2
LUTZ *,12/2/1993,30-40,10,38.4,62.3
LUTZ *,12/16/1993,0-10,1,45.4,83
LUTZ *,12/16/1993,0-10,2,47.4,90.1
LUTZ *,12/16/1993,0-10,3,37.5,60.1
LUTZ *,12/16/1993,0-10,4,39.9,66.5
LUTZ *,12/16/1993,0-10,5,50.7,102.8
LUTZ *,12/16/1993,0-10,6,47.1,88.9
LUTZ *,12/16/1993,0-10,7,45.6,84
LUTZ *,12/16/1993,0-10,8,54.4,119.1
LUTZ *,12/16/1993,0-10,9,38.6,63
LUTZ *,12/16/1993,0-10,10,39.4,65
LUTZ *,12/16/1993,30-40,1,36.6,57.8
LUTZ *,12/16/1993,30-40,2,39.2,64.6
LUTZ *,12/16/1993,30-40,3,35.4,54.8
LUTZ *,12/16/1993,30-40,4,31.1,45.1
LUTZ *,12/16/1993,30-40,5,39,64
LUTZ *,12/16/1993,30-40,6,42.4,73.6
LUTZ *,12/16/1993,30-40,7,36.7,58.1
LUTZ *,12/16/1993,30-40,8,35,53.9
LUTZ *,12/16/1993,30-40,9,35.2,54.3
LUTZ *,12/16/1993,30-40,10,32.3,47.7
LUTZ *,12/29/1993,0-10,1,37.6,60.4
LUTZ *,12/29/1993,0-10,2,38.6,62.9
LUTZ *,12/29/1993,0-10,3,36.9,58.6
LUTZ *,12/29/1993,0-10,4,39.2,64.4
LUTZ *,12/29/1993,0-10,5,40.6,68.3
LUTZ *,12/29/1993,0-10,6,35.4,54.7
LUTZ *,12/29/1993,0-10,7,38.6,62.9
LUTZ *,12/29/1993,0-10,8,32.5,48.1
LUTZ *,12/29/1993,0-10,9,34.3,52.1
LUTZ *,12/29/1993,0-10,10,34.1,51.7
LUTZ *,12/29/1993,30-40,1,33.2,49.7
LUTZ *,12/29/1993,30-40,2,38.3,62.1
LUTZ *,12/29/1993,30-40,3,28.7,40.2
LUTZ *,12/29/1993,30-40,4,36.2,56.8
LUTZ *,12/29/1993,30-40,5,39.6,65.6
LUTZ *,12/29/1993,30-40,6,40.5,68
LUTZ *,12/29/1993,30-40,7,35.5,55
LUTZ *,12/29/1993,30-40,8,24.1,31.8
LUTZ *,12/29/1993,30-40,9,31.2,45.3
LUTZ *,12/29/1993,30-40,10,28.1,39.1
LUTZ *,1/13/1994,0-10,1,26.6,36.3
LUTZ *,1/13/1994,0-10,2,42.1,72.7
LUTZ *,1/13/1994,0-10,3,35.1,54.1
LUTZ *,1/13/1994,0-10,4,36.1,56.5
LUTZ *,1/13/1994,0-10,5,41.6,71.2
LUTZ *,1/13/1994,0-10,6,37.6,60.3
LUTZ *,1/13/1994,0-10,7,35.5,55.2
LUTZ *,1/13/1994,0-10,8,30.8,44.5
LUTZ *,1/13/1994,0-10,9,31.1,45.1
LUTZ *,1/13/1994,0-10,10,31.6,46.3
LUTZ *,1/13/1994,30-40,1,32.7,48.6
LUTZ *,1/13/1994,30-40,2,34.4,52.4
LUTZ *,1/13/1994,30-40,3,27.8,38.6
LUTZ *,1/13/1994,30-40,4,35.1,54.1
LUTZ *,1/13/1994,30-40,5,38.7,63.1
LUTZ *,1/13/1994,30-40,6,37,58.8
LUTZ *,1/13/1994,30-40,7,33,49.2
LUTZ *,1/13/1994,30-40,8,24.6,32.6
LUTZ *,1/13/1994,30-40,9,31.8,46.7
LUTZ *,1/13/1994,30-40,10,29.1,41
LUTZ *,1/27/1994,0-10,1,31.8,46.7
LUTZ *,1/27/1994,0-10,2,34.9,53.7
LUTZ *,1/27/1994,0-10,3,36.7,58.1
LUTZ *,1/27/1994,0-10,4,35.7,55.6
LUTZ *,1/27/1994,0-10,5,42.1,72.7
LUTZ *,1/27/1994,0-10,6,29,40.8
LUTZ *,1/27/1994,0-10,7,33,49.3
LUTZ *,1/27/1994,0-10,8,45.4,83.2
LUTZ *,1/27/1994,0-10,9,29.9,42.7
LUTZ *,1/27/1994,0-10,10,31.5,46
LUTZ *,1/27/1994,30-40,1,34.4,52.5
LUTZ *,1/27/1994,30-40,2,37.1,59
LUTZ *,1/27/1994,30-40,3,31.6,46.3
LUTZ *,1/27/1994,30-40,4,31.4,45.8
LUTZ *,1/27/1994,30-40,5,37.5,60.1
LUTZ *,1/27/1994,30-40,6,35.3,54.6
LUTZ *,1/27/1994,30-40,7,32.3,47.8
LUTZ *,1/27/1994,30-40,8,30.8,44.6
LUTZ *,1/27/1994,30-40,9,30,42.8
LUTZ *,1/27/1994,30-40,10,28.4,39.7
LUTZ *,2/4/1994,0-10,1,30.7,44.3
LUTZ *,2/4/1994,0-10,2,32.6,48.4
LUTZ *,2/4/1994,0-10,3,31.3,45.5
LUTZ *,2/4/1994,0-10,4,33.2,49.6
LUTZ *,2/4/1994,0-10,5,36.7,58.1
LUTZ *,2/4/1994,0-10,6,32.2,47.5
LUTZ *,2/4/1994,0-10,7,36.2,56.7
LUTZ *,2/4/1994,0-10,8,41.3,70.3
LUTZ *,2/4/1994,0-10,9,29.2,41.3
LUTZ *,2/4/1994,0-10,10,28.4,39.7
LUTZ *,2/4/1994,30-40,1,33.3,49.8
LUTZ *,2/4/1994,30-40,2,34.7,53.2
LUTZ *,2/4/1994,30-40,3,32.3,47.8
